account,duration,credit_history,amount,savings,employment,guarantors,residence,age,credits_number,job,maintenance_people,telephone,foreign,real_estate,life_insurance,car,housing_rent,sex,purpose,target
1,0.3,2,0.1075,1,2,0,2,0.24,1,2,1,0,1,0,0,0,0,0,car_new,0
1,0.21,2,0.0594,1,4,1,4,0.39,1,2,2,0,1,0,1,0,0,0,business,0
1,0.36,2,0.7159,1,4,1,2,0.57,1,3,1,1,1,0,0,0,0,1,car_new,0
-1,0.24,3,0.0512,1,1,1,4,0.48,1,2,1,0,1,1,0,0,0,1,television,0
0,0.12,2,0.0388,1,2,1,2,0.28,1,2,1,0,1,1,0,0,0,1,television,1
-1,0.18,2,0.0375,1,0,1,1,0.27,1,0,1,0,1,1,0,0,0,0,education,0
1,0.24,2,0.1546,2,1,1,2,0.22,1,2,1,1,1,0,0,1,1,1,television,0
-1,0.42,2,0.19825,1,1,1,3,0.34,1,2,1,0,1,0,0,1,0,1,television,0
2,0.1,4,0.03905,1,4,1,4,0.63,2,2,1,1,1,0,0,0,0,1,car_new,1
-1,0.6,3,0.3418,1,4,1,4,0.63,2,2,1,1,1,0,0,0,0,1,business,0
1,0.12,2,0.04755,2,1,1,4,0.27,4,2,1,0,1,0,0,1,1,0,furniture,0
1,0.24,4,0.5969,1,2,0,3,0.39,2,3,2,1,1,0,0,1,0,1,others,0
-1,0.09,2,0.1068,1,2,1,2,0.25,1,2,1,0,1,1,0,0,0,1,furniture,1
0,0.15,2,0.23115,2,2,1,2,0.4,1,3,1,1,1,0,1,0,0,1,education,0
1,0.18,2,0.06505,1,4,0,2,0.32,1,1,1,0,1,1,0,0,0,1,television,1
0,0.24,2,0.27555,2,2,1,1,0.25,1,2,1,0,1,0,0,1,0,1,furniture,1
0,0.12,2,0.10665,0,4,1,4,0.52,1,3,1,1,1,0,0,0,0,0,car_new,1
-1,0.24,2,0.0721,1,3,1,4,0.23,2,2,1,0,1,0,0,1,1,0,car_new,0
0,0.54,0,0.4718,0,2,1,2,0.39,1,1,2,0,1,0,1,0,0,1,car_used,1
0,0.06,2,0.07715,4,2,1,2,0.33,1,2,1,0,1,1,0,0,0,1,furniture,1
-1,0.36,2,0.27465,1,4,1,4,0.42,1,2,2,0,1,0,0,0,0,1,car_used,1
0,0.09,4,0.1067,1,2,1,4,0.48,3,2,1,1,1,0,0,1,0,1,car_new,1
-1,0.12,4,0.24215,1,4,0,4,0.43,2,2,1,1,1,0,1,0,1,1,car_new,0
-1,0.09,4,0.0644,2,4,0,4,0.48,2,2,2,0,0,1,0,0,0,1,repairs,1
0,0.24,2,0.09505,2,2,1,4,0.29,1,3,1,1,1,0,0,1,1,1,television,1
1,0.12,4,0.17865,1,2,1,1,0.23,1,1,1,0,1,1,0,0,0,0,television,1
0,0.36,4,0.5527,0,2,1,2,0.3,1,3,1,1,1,0,0,1,0,1,car_used,1
1,0.3,3,0.12515,2,4,1,2,0.41,2,2,1,0,1,0,1,0,0,1,business,1
-1,0.39,4,0.70895,0,3,1,4,0.3,2,3,1,1,1,0,1,0,0,1,furniture,1
2,0.06,4,0.06495,1,2,1,1,0.74,3,0,2,0,0,1,0,0,0,1,car_new,1
1,0.48,2,0.54805,4,3,0,2,0.27,2,2,1,1,1,0,0,0,0,1,television,0
1,0.12,0,0.0705,1,2,1,2,0.31,1,1,1,1,1,1,0,0,0,1,retraining,1
0,0.04,4,0.169,1,3,1,1,0.37,1,2,2,0,1,1,0,0,0,0,car_new,1
1,0.36,3,0.22275,1,2,1,2,0.3,2,3,1,1,1,1,0,0,0,1,business,0
-1,0.06,2,0.7448,1,4,1,4,0.68,1,3,1,1,1,0,0,0,0,1,car_new,0
-1,0.36,2,0.181,1,2,0,2,0.37,1,2,2,0,1,0,1,0,0,1,furniture,1
0,0.1,2,0.1105,1,2,1,2,0.25,1,1,1,0,1,1,0,0,1,1,furniture,0
-1,0.36,2,0.46355,1,3,1,1,0.24,1,2,1,1,1,0,0,1,0,1,car_new,0
-1,0.36,2,0.09885,0,4,1,4,0.4,1,3,1,1,1,0,0,0,0,1,education,0
1,0.12,2,0.03425,1,3,1,3,0.25,1,1,1,0,1,0,0,1,0,1,car_new,0
1,0.09,4,0.0568,4,4,1,3,0.32,2,2,2,0,1,0,0,0,0,1,education,0
0,0.36,2,0.40665,1,2,1,2,0.3,1,2,1,0,1,0,1,0,0,0,car_used,1
0,0.06,4,0.104,3,2,1,2,0.24,1,2,1,0,1,0,0,1,0,1,car_new,1
1,0.3,4,0.2617,1,0,1,2,0.28,2,3,1,0,1,0,0,1,0,1,car_new,0
-1,0.27,2,0.1708,1,2,1,2,0.27,1,3,1,0,1,0,0,1,0,1,television,1
-1,0.06,2,0.0224,1,1,1,4,0.23,1,2,1,0,1,0,1,0,0,0,education,0
0,0.24,2,0.22955,4,2,1,3,0.54,3,3,1,1,1,0,1,0,0,1,business,0
1,0.21,2,0.13835,2,4,1,2,0.61,2,1,1,0,1,0,0,1,1,1,business,0
1,0.6,3,0.45785,0,2,1,2,0.27,1,3,1,0,1,0,0,0,0,1,television,1
-1,0.45,2,0.09225,1,2,1,4,0.23,1,2,1,1,1,0,0,0,0,1,television,0
1,0.12,2,0.3039,1,3,1,2,0.32,1,2,1,0,1,0,0,1,0,1,car_new,1
-1,0.12,2,0.0614,1,2,1,2,0.24,1,1,1,0,1,1,0,0,0,0,car_new,0
0,0.12,2,0.11395,0,2,1,4,0.37,1,2,1,1,1,0,0,0,0,1,television,1
0,0.12,2,0.03535,1,2,1,2,0.3,2,2,1,0,1,1,0,0,0,1,television,1
1,0.36,2,0.4517,2,1,0,1,0.29,1,3,1,1,1,0,0,0,1,1,furniture,0
-1,0.24,2,0.201,1,2,1,2,0.27,1,2,1,0,1,0,0,1,0,1,furniture,1
-1,0.08,4,0.0582,1,4,1,4,0.51,2,3,2,1,1,0,0,0,0,1,others,1
2,0.09,2,0.03725,1,2,1,2,0.28,1,1,1,0,1,1,0,0,0,0,television,0
0,0.06,4,0.06105,0,2,1,2,0.27,2,2,1,0,1,0,1,0,0,1,furniture,1
2,0.06,4,0.05235,1,2,1,4,0.5,1,1,1,0,1,0,1,0,0,0,education,1
1,0.12,2,0.06655,1,1,1,1,0.22,1,2,1,0,1,0,0,1,0,1,television,0
1,0.09,1,0.07185,2,3,1,3,0.29,1,2,1,0,1,0,0,0,0,1,car_new,0
-1,0.24,2,0.11795,2,0,1,1,0.33,1,2,1,0,1,0,1,0,0,1,furniture,0
0,0.48,2,0.5111,0,3,1,3,0.37,1,2,1,1,1,0,0,1,0,1,television,1
-1,0.12,2,0.12885,1,2,1,1,0.42,1,2,1,0,1,0,0,1,0,1,furniture,1
2,0.12,4,0.074,3,0,1,4,0.66,3,0,1,0,1,0,0,0,0,1,car_new,1
1,0.09,2,0.1059,1,2,1,2,0.37,1,1,2,0,1,1,0,0,0,1,television,1
0,0.24,4,0.18885,4,2,1,4,0.5,1,2,1,1,1,1,0,0,0,1,furniture,1
0,0.36,4,0.1671,0,4,1,2,0.51,1,2,1,1,1,0,0,1,0,1,television,1
0,0.1,2,0.06545,0,2,0,4,0.27,1,1,1,0,1,0,1,0,0,1,car_new,0
-1,0.24,2,0.04575,0,4,1,2,0.29,1,2,1,0,1,0,0,1,0,0,car_new,0
0,0.06,2,0.0883,1,2,1,2,0.21,1,2,1,0,1,0,1,0,1,1,furniture,1
-1,0.36,3,0.10725,1,3,1,1,0.24,2,2,1,1,1,0,0,1,0,1,business,0
0,0.12,2,0.07465,1,1,1,3,0.34,1,2,2,0,1,0,0,1,0,0,television,1
1,0.18,4,0.31805,1,4,1,1,0.41,1,2,1,1,1,0,0,0,0,1,furniture,1
2,0.12,2,0.1508,1,2,1,1,0.24,1,2,1,0,1,0,0,1,0,1,television,1
-1,0.36,2,0.41675,0,4,1,4,0.47,1,2,1,0,1,0,0,0,0,1,car_used,0
0,0.18,2,0.07265,1,1,1,1,0.26,1,2,1,0,1,1,0,0,0,0,television,1
0,0.06,0,0.0213,1,4,1,4,0.39,1,1,1,0,1,0,0,1,0,1,television,1
1,0.15,2,0.13155,2,2,1,4,0.28,2,2,1,1,1,0,0,1,1,0,car_new,0
-1,0.24,1,0.3436,1,1,1,1,0.55,1,2,1,1,1,0,1,0,0,1,furniture,0
-1,0.48,2,0.51485,1,3,1,4,0.39,3,2,2,1,1,0,0,0,0,1,car_used,0
-1,0.27,0,0.26465,1,0,1,4,0.5,2,2,1,1,1,0,1,0,0,1,business,0
0,0.12,4,0.062,0,4,1,2,0.38,2,2,1,1,1,1,0,0,0,0,television,1
-1,0.36,2,0.1723,1,4,1,2,0.42,1,2,2,0,1,0,0,1,0,1,furniture,0
0,0.18,2,0.0992,1,2,1,4,0.47,2,2,1,0,1,0,0,0,0,1,furniture,1
-1,0.18,2,0.11245,2,3,1,3,0.3,1,3,2,1,1,0,0,1,0,1,car_new,1
1,0.48,3,0.3791,2,0,1,4,0.31,1,3,1,1,1,0,0,0,0,1,others,1
-1,0.12,2,0.03975,1,1,1,4,0.53,1,2,1,0,1,0,1,0,0,0,education,0
-1,0.12,2,0.03545,1,4,1,4,0.57,1,1,1,0,1,1,0,0,0,1,television,0
-1,0.3,2,0.3175,0,4,1,4,0.31,1,2,1,0,1,0,1,0,0,1,furniture,0
1,0.39,3,0.588,2,3,1,3,0.32,1,2,1,1,1,0,0,0,1,1,education,1
-1,0.12,2,0.06445,1,2,0,1,0.21,1,1,1,0,1,0,1,0,0,1,furniture,1
-1,0.18,4,0.0595,1,0,1,4,0.55,3,0,2,0,1,0,0,0,0,0,repairs,0
1,0.2,3,0.35285,0,3,1,4,0.36,2,3,2,1,1,0,1,0,1,1,car_used,1
-1,0.24,1,0.11625,2,3,1,3,0.32,1,2,1,0,1,0,0,1,0,1,car_new,1
1,0.18,2,0.22195,1,4,0,1,0.33,1,3,1,1,1,1,0,0,0,1,business,1
0,0.12,2,0.0631,1,2,1,2,0.25,1,2,1,0,1,0,0,1,0,1,television,1
0,0.24,2,0.07625,4,3,1,3,0.34,1,2,2,1,1,0,0,1,0,0,car_new,1
1,0.24,4,0.3879,4,4,1,4,0.29,1,2,1,0,1,0,0,0,1,0,car_used,1
0,0.07,3,0.0423,0,4,1,4,0.36,1,2,1,0,1,0,0,0,0,1,television,1
-1,0.36,2,0.1356,1,4,1,2,0.41,1,2,2,0,1,0,1,0,0,1,furniture,0
1,0.12,2,0.1381,0,4,1,2,0.25,1,2,1,1,1,0,1,0,0,0,furniture,0
-1,0.09,2,0.0711,1,1,1,2,0.27,1,3,1,1,1,0,0,0,0,1,car_new,0
0,0.12,4,0.05815,3,2,1,4,0.44,1,2,1,1,1,1,0,0,0,1,car_new,1
-1,0.36,2,0.1151,1,2,1,4,0.31,1,2,1,0,1,0,0,1,1,1,television,0
-1,0.18,4,0.1983,1,4,1,4,0.33,3,2,1,1,1,1,0,0,1,0,car_new,0
1,0.08,2,0.06185,1,2,1,4,0.24,1,2,1,0,1,1,0,0,0,0,furniture,0
-1,0.1,4,0.11205,1,1,1,3,0.48,2,1,2,0,0,1,0,0,1,1,car_new,1
-1,0.24,2,0.1498,0,2,1,4,0.2,1,2,1,0,1,0,0,1,0,1,furniture,0
1,0.6,2,0.70135,1,3,1,2,0.27,1,3,1,1,1,0,0,0,0,1,car_new,0
-1,0.12,4,0.0763,1,4,1,4,0.66,2,3,1,0,1,0,0,0,0,1,car_used,1
0,0.1,4,0.06155,1,4,1,4,0.32,2,1,2,0,0,1,0,0,0,1,car_new,1
1,0.24,2,0.138,0,4,1,4,0.36,1,2,1,1,1,0,0,0,0,1,car_used,1
2,0.12,2,0.16995,0,4,1,3,0.37,1,3,1,0,1,0,0,1,0,1,television,1
0,0.24,2,0.0776,1,3,1,1,0.32,1,2,2,0,1,0,0,1,0,1,television,1
-1,0.36,2,0.0921,1,1,1,4,0.34,1,2,1,1,1,0,0,1,0,0,car_new,0
1,0.6,2,0.3704,2,1,1,2,0.24,1,3,1,0,1,0,1,0,0,0,car_new,0
0,0.12,4,0.07475,1,4,1,1,0.38,2,1,2,0,1,1,0,0,0,1,car_new,1
2,0.15,2,0.13435,1,3,1,4,0.26,1,2,1,1,1,0,1,0,1,1,business,1
0,0.12,2,0.0693,3,2,1,2,0.26,1,2,1,0,1,0,1,0,0,0,car_new,0
2,0.15,2,0.09525,1,4,1,4,0.4,1,3,1,1,1,0,0,1,1,1,education,1
0,0.18,4,0.1925,1,3,1,1,0.27,2,2,1,0,1,0,0,1,0,1,car_used,1
-1,0.24,1,0.1816,1,2,0,4,0.22,1,2,1,0,0,0,0,1,1,0,car_used,1
-1,0.24,2,0.06425,0,3,1,4,0.32,1,2,1,0,1,0,0,0,1,0,car_new,0
-1,0.06,4,0.0333,4,3,1,4,0.39,2,1,1,1,1,1,0,0,0,0,car_new,1
1,0.48,1,0.1783,2,3,1,2,0.3,1,2,1,0,1,0,0,1,0,1,business,1
-1,0.18,2,0.05655,1,0,1,2,0.33,1,2,1,0,1,0,0,1,0,0,furniture,0
-1,0.24,2,0.09935,1,2,1,4,0.21,1,1,2,0,1,1,0,0,1,1,television,0
0,0.18,4,0.189,1,1,1,2,0.35,2,3,1,1,1,0,0,1,0,1,furniture,1
1,0.24,2,0.1879,3,0,1,4,0.23,1,0,1,0,1,0,0,0,1,0,television,1
-1,0.24,2,0.06855,0,2,1,4,0.25,1,2,1,0,1,1,0,0,1,0,car_new,0
-1,0.18,2,0.17545,1,3,0,1,0.25,1,2,1,0,1,1,0,0,0,0,television,1
0,0.24,2,0.11985,3,4,1,2,0.35,2,2,1,1,1,0,0,1,0,1,television,0
0,0.12,4,0.1146,1,0,1,2,0.42,2,3,1,1,1,0,0,1,0,1,business,0
1,0.1,2,0.07605,1,2,1,2,0.31,1,1,1,0,1,0,0,1,0,1,furniture,1
0,0.15,4,0.076,0,4,1,4,0.63,1,2,1,0,1,0,1,0,0,1,furniture,1
-1,0.18,2,0.219,2,2,1,4,0.35,1,1,2,1,1,0,0,1,0,1,car_new,1
2,0.12,4,0.04695,3,3,1,2,0.28,3,2,1,1,1,1,0,0,0,1,car_new,0
0,0.12,2,0.03815,1,2,1,1,0.26,1,2,1,1,1,1,0,0,0,0,furniture,1
-1,0.18,2,0.10195,1,2,1,4,0.2,1,2,1,0,1,1,0,0,1,0,furniture,0
0,0.12,4,0.0463,1,0,1,2,0.38,1,0,1,0,1,0,1,0,0,0,car_new,1
-1,0.24,1,0.1776,1,3,1,4,0.27,1,2,1,0,1,0,0,1,0,1,furniture,0
1,0.24,4,0.0608,2,1,1,4,0.38,2,2,2,0,1,0,0,0,0,1,television,0
-1,0.21,2,0.17995,1,3,1,4,0.26,1,1,1,0,1,0,0,1,1,0,furniture,1
1,0.12,0,0.14845,1,1,1,3,0.25,2,2,1,0,1,0,1,0,1,0,furniture,0
0,0.24,2,0.06555,2,3,1,3,0.26,1,2,1,1,1,0,1,0,0,1,television,1
-1,0.4,4,0.2999,1,2,1,3,0.27,1,2,1,1,1,0,0,0,0,1,education,0
0,0.04,4,0.0772,1,3,1,1,0.42,3,1,2,0,1,1,0,0,0,1,television,1
0,0.21,3,0.07955,2,3,1,3,0.34,2,3,1,0,1,1,0,0,0,1,furniture,1
1,0.24,2,0.20565,3,1,1,4,0.28,1,2,1,0,1,0,0,1,1,0,car_used,0
0,0.24,3,0.1269,1,4,1,4,0.47,2,1,2,0,1,0,0,1,0,1,car_new,0
0,0.12,4,0.0706,1,2,0,2,0.29,2,3,1,1,1,1,0,0,0,0,business,1
2,0.21,4,0.11595,1,1,1,1,0.33,1,2,1,0,1,0,0,1,1,1,education,0
0,0.1,2,0.0962,1,2,1,4,0.38,1,2,1,1,0,0,1,0,0,1,television,1
-1,0.36,4,0.31145,1,1,0,4,0.23,2,1,1,1,1,0,0,0,1,0,furniture,0
1,0.12,2,0.1014,0,2,1,2,0.3,1,2,1,0,1,0,0,1,0,1,car_used,1
0,0.18,4,0.1202,1,2,1,2,0.26,2,2,1,0,1,0,0,1,0,0,television,1
1,0.48,2,0.7836,1,2,1,2,0.23,1,2,1,1,1,0,0,1,0,1,business,0
2,0.18,2,0.09805,1,4,1,2,0.23,1,3,1,0,1,0,0,1,0,0,car_new,1
1,0.12,4,0.1562,1,1,1,3,0.49,2,1,2,0,1,1,0,0,0,1,car_new,1
-1,0.6,2,0.36485,1,4,0,4,0.36,1,2,1,0,1,0,0,0,1,1,business,0
1,0.36,2,0.4699,1,1,1,4,0.28,1,3,1,1,1,0,0,1,1,1,car_used,0
0,0.39,2,0.12845,3,2,1,4,0.24,1,2,1,0,1,0,0,1,0,1,car_used,1
1,0.48,2,0.29755,1,2,1,2,0.22,1,2,1,0,1,1,0,0,0,0,television,0
0,0.06,2,0.0336,1,0,1,4,0.54,1,0,1,1,1,1,0,0,0,0,car_new,1
0,0.36,2,0.11495,3,4,1,4,0.39,1,2,1,0,1,0,0,1,0,1,television,1
0,0.15,2,0.06065,3,4,1,3,0.47,1,2,1,1,1,0,1,0,0,1,television,1
-1,0.12,1,0.0313,1,2,1,4,0.24,1,1,1,0,1,1,0,0,0,0,television,0
-1,0.24,2,0.24085,1,3,0,3,0.31,1,2,1,1,1,0,1,0,0,1,car_new,0
-1,0.24,2,0.0969,1,1,1,3,0.32,1,2,1,0,1,0,1,0,0,1,television,0
0,0.18,2,0.12575,1,2,1,4,0.43,1,2,1,1,1,1,0,0,0,1,furniture,1
0,0.18,0,0.20825,1,2,1,2,0.36,2,2,2,0,1,0,0,1,0,1,business,0
0,0.36,3,0.22315,1,2,1,2,0.26,2,3,1,1,1,0,0,1,0,1,television,0
-1,0.12,2,0.12895,1,1,1,1,0.33,1,1,2,0,1,1,0,0,0,1,car_new,0
-1,0.36,4,0.40325,1,2,1,2,0.25,2,3,1,1,1,0,0,0,0,0,education,0
1,0.06,1,0.02165,4,1,1,2,0.24,1,2,2,0,1,0,1,0,1,0,education,0
1,0.18,4,0.06225,1,2,1,2,0.33,1,2,1,0,1,0,0,1,0,1,television,0
0,0.48,3,0.3619,0,4,1,3,0.32,2,2,2,0,1,0,0,1,0,1,television,1
1,0.09,2,0.0138,1,2,1,4,0.22,1,1,1,0,1,1,0,0,1,1,car_new,1
1,0.07,2,0.1288,1,2,0,2,0.35,1,2,1,0,1,1,0,0,0,1,television,1
2,0.15,2,0.0196,1,1,1,4,0.23,1,2,1,1,1,0,1,0,1,0,education,1
0,0.09,2,0.0739,1,3,1,2,0.22,1,2,1,0,1,0,0,1,0,1,television,0
1,0.24,2,0.578,1,2,1,4,0.23,2,3,1,0,1,0,0,1,1,0,car_used,0
-1,0.36,1,0.1373,1,4,1,4,0.31,1,2,1,0,1,0,0,1,0,1,furniture,0
1,0.18,4,0.0442,1,4,1,4,0.36,1,2,2,1,1,0,0,1,0,1,car_new,0
1,0.24,2,0.21755,0,2,1,4,0.48,1,1,1,1,1,0,1,0,0,0,furniture,1
-1,0.18,2,0.0488,1,1,1,2,0.23,1,1,1,0,1,0,0,1,0,0,car_new,0
0,0.36,3,0.399,0,1,1,4,0.27,2,2,1,1,1,0,0,1,1,1,business,0
-1,0.24,2,0.09115,1,0,1,2,0.3,1,3,2,0,1,0,0,1,0,1,television,0
0,0.12,2,0.15295,4,3,1,4,0.61,1,1,1,0,1,1,0,0,0,1,television,1
-1,0.12,0,0.30995,1,2,1,2,0.28,2,2,1,1,1,0,1,0,1,1,television,0
2,0.18,2,0.1432,1,2,1,1,0.34,1,1,2,0,1,1,0,0,0,1,furniture,0
-1,0.06,4,0.06805,1,1,1,4,0.4,1,1,2,0,0,1,0,0,0,1,car_new,1
2,0.15,2,0.11635,1,1,1,3,0.25,1,1,1,0,1,1,0,0,0,0,television,0
0,0.18,4,0.1119,1,2,1,1,0.25,2,2,1,0,1,0,0,1,0,0,television,1
-1,0.09,2,0.0683,1,1,1,4,0.22,1,2,1,0,1,0,1,0,1,0,television,0
1,0.48,2,0.328,2,3,1,2,0.24,1,2,1,0,1,0,1,0,0,1,car_new,0
-1,0.3,2,0.1261,1,4,0,3,0.39,1,2,2,0,1,0,1,0,0,1,television,1
0,0.06,2,0.1759,1,2,0,3,0.26,1,2,1,0,1,0,1,0,1,1,car_new,1
1,0.12,2,0.06115,1,4,1,1,0.46,2,2,1,0,1,1,0,0,1,1,car_new,0
-1,0.24,2,0.1617,1,1,1,4,0.23,1,1,1,1,1,1,0,0,1,0,furniture,0
0,0.48,4,0.3055,1,2,1,3,0.31,1,2,1,1,1,0,0,0,0,1,education,1
-1,0.12,2,0.0342,1,2,1,4,0.4,1,1,2,0,1,0,0,1,1,1,education,0
1,0.18,0,0.1139,2,1,1,3,0.28,2,2,1,0,1,0,0,1,0,0,car_new,0
0,0.27,2,0.1285,1,2,1,3,0.21,1,2,1,0,1,1,0,0,1,0,car_new,0
-1,0.48,2,0.15255,1,2,1,4,0.54,1,2,1,0,1,0,0,1,0,1,domestic_appliances,0
1,0.09,1,0.25645,1,4,1,4,0.74,1,3,2,1,1,0,0,0,0,0,car_used,0
0,0.15,4,0.07295,1,2,1,2,0.43,1,1,1,0,1,0,0,1,0,0,television,1
1,0.27,2,0.19575,1,2,1,2,0.36,1,2,2,1,1,0,0,1,0,1,business,0
-1,0.24,2,0.1482,0,4,1,4,0.49,1,2,2,1,1,0,0,0,0,1,car_used,1
-1,0.36,3,0.34435,1,2,1,3,0.29,1,2,1,1,1,0,1,0,0,1,education,0
0,0.15,2,0.2662,3,4,1,4,0.35,1,2,1,0,1,0,0,0,0,0,car_new,1
1,0.12,2,0.05185,2,3,1,4,0.39,1,1,1,0,1,1,0,0,0,1,business,1
0,0.24,4,0.2263,1,2,1,2,0.74,1,3,1,1,1,1,0,0,0,1,business,1
1,0.12,2,0.06475,1,1,1,1,0.25,1,2,1,0,1,0,0,1,1,0,car_new,0
0,0.21,2,0.1238,0,4,1,4,0.46,1,3,1,1,1,1,0,0,0,1,car_used,1
0,0.24,4,0.1173,1,3,1,3,0.35,2,2,1,1,1,0,0,1,0,1,car_used,1
0,0.06,4,0.06185,2,2,1,1,0.27,2,2,1,0,1,0,1,0,0,0,television,1
0,0.12,4,0.08275,1,4,1,4,0.63,2,1,1,1,1,1,0,0,0,1,television,1
1,0.18,2,0.15005,1,3,1,4,0.4,1,2,1,0,1,1,0,0,1,0,furniture,1
0,0.24,2,0.0688,3,3,1,1,0.28,1,2,1,0,1,0,0,1,0,0,television,1
2,0.24,2,0.04735,1,3,1,3,0.38,1,2,2,0,1,0,0,0,0,1,car_new,0
1,0.36,2,0.61945,0,2,1,4,0.37,1,2,1,1,1,0,0,0,0,1,car_new,0
1,0.3,4,0.21245,1,0,1,2,0.28,2,3,1,0,1,0,0,1,0,1,car_new,0
1,0.36,0,0.1902,1,2,1,1,0.42,1,2,1,1,1,0,0,1,0,0,television,0
1,0.15,2,0.13155,2,2,1,2,0.25,1,1,1,0,1,1,0,0,0,0,repairs,1
1,0.12,2,0.0579,3,2,1,1,0.26,1,2,1,1,1,0,0,1,0,1,television,1
1,0.27,0,0.4159,1,4,1,4,0.42,2,3,1,1,1,0,0,0,0,0,business,0
0,0.24,2,0.18785,1,4,0,4,0.62,1,2,1,1,1,0,0,0,0,0,car_new,1
-1,0.06,4,0.05845,0,4,1,4,0.67,2,2,1,1,1,1,0,0,0,1,television,1
1,0.24,2,0.10195,1,1,1,1,0.22,1,2,1,1,1,0,1,0,0,1,television,0
0,0.18,2,0.07525,1,2,1,2,0.32,1,3,1,1,1,0,0,0,0,1,television,1
0,0.24,2,0.1744,2,3,1,4,0.23,1,2,1,0,1,0,0,1,0,0,car_used,1
1,0.36,3,0.1431,2,4,1,3,0.3,1,2,1,0,1,0,0,0,0,1,car_new,1
1,0.07,2,0.12075,1,2,0,2,0.34,1,2,1,0,1,1,0,0,0,1,television,1
1,0.36,3,0.11125,1,4,1,4,0.57,2,2,1,1,1,0,0,0,0,1,car_new,0
-1,0.33,4,0.21405,3,2,1,4,0.23,2,2,1,0,1,0,0,1,0,0,furniture,0
-1,0.18,2,0.06725,1,2,1,3,0.26,1,2,1,0,1,1,0,0,0,1,television,0
-1,0.18,0,0.1557,1,1,1,4,0.26,1,2,1,0,1,0,1,0,1,0,furniture,0
0,0.06,4,0.0125,4,2,1,2,0.41,2,1,1,0,1,1,0,0,0,0,car_new,1
-1,0.47,2,0.5361,1,1,1,1,0.35,1,1,1,1,1,1,0,0,0,0,car_new,1
1,0.18,3,0.21485,1,4,1,3,0.4,1,3,1,1,1,0,0,0,0,1,furniture,0
0,0.36,2,0.5487,1,0,1,2,0.26,2,3,1,1,1,0,0,1,0,0,furniture,0
0,0.24,4,0.12315,2,3,1,3,0.27,2,2,1,1,1,0,1,0,0,1,car_new,1
1,0.24,2,0.06775,1,1,1,4,0.25,1,1,1,1,1,0,0,1,0,0,car_new,0
0,0.15,2,0.065,0,4,1,4,0.45,1,2,2,0,1,0,0,0,0,1,car_used,1
1,0.09,2,0.0835,1,1,1,2,0.22,1,2,1,1,1,0,0,1,0,0,television,0
1,0.36,0,0.09765,1,4,1,4,0.61,1,3,1,1,1,0,0,0,0,1,business,0
-1,0.3,2,0.1554,1,1,1,4,0.31,1,1,1,0,1,0,1,0,0,1,furniture,0
0,0.18,4,0.0765,1,2,1,2,0.32,2,2,1,0,1,0,1,0,0,1,car_new,0
1,0.3,4,0.4193,1,3,1,2,0.49,1,2,1,0,1,0,1,0,0,1,furniture,0
-1,0.15,0,0.0475,1,4,1,3,0.33,2,2,2,0,1,0,0,1,1,1,car_new,0
-1,0.3,2,0.1811,4,4,1,4,0.57,2,2,1,1,1,0,1,0,1,0,furniture,1
0,0.18,4,0.3035,1,4,1,4,0.33,2,2,1,1,1,0,0,1,0,1,television,1
0,0.04,4,0.07515,1,3,1,1,0.42,2,1,2,0,1,1,0,0,0,1,television,1
-1,0.15,2,0.19795,1,2,1,2,0.29,1,2,1,1,1,0,1,0,0,0,car_new,0
1,0.12,2,0.0383,3,2,1,3,0.66,1,1,1,0,1,1,0,0,0,1,television,0
1,0.18,4,0.3687,1,0,1,4,0.4,2,3,1,1,1,0,1,0,0,1,furniture,1
-1,0.18,1,0.07765,1,2,1,3,0.44,1,2,1,0,1,0,0,1,0,1,furniture,0
0,0.15,2,0.23285,1,2,1,2,0.3,1,2,1,1,1,0,0,1,0,1,car_used,1
0,0.21,0,0.25015,0,2,1,4,0.29,2,2,1,1,1,0,1,0,0,0,car_new,0
0,0.09,2,0.099,1,1,0,2,0.19,2,2,1,0,1,0,0,1,1,0,furniture,0
-1,0.12,4,0.1061,1,2,1,2,0.39,2,1,2,0,0,1,0,0,1,1,car_new,1
0,0.24,2,0.0629,1,3,1,1,0.25,1,2,1,1,1,1,0,0,0,1,business,1
0,0.21,2,0.11205,1,4,1,2,0.5,2,2,1,0,1,1,0,0,0,1,furniture,1
0,0.14,3,0.0401,1,2,1,2,0.27,2,1,1,0,1,0,0,1,0,1,car_new,1
0,0.06,2,0.0618,3,2,1,4,0.5,1,2,1,0,1,0,1,0,1,1,car_used,1
0,0.48,4,0.13755,0,4,1,3,0.38,2,2,2,1,1,0,0,1,0,1,car_used,1
0,0.06,4,0.035,0,4,1,4,0.36,2,2,1,0,1,0,0,0,0,1,television,1
0,0.18,3,0.10845,1,2,1,2,0.28,1,2,1,1,1,0,0,1,0,1,business,0
0,0.18,2,0.0975,1,3,1,1,0.34,2,2,1,1,1,0,0,1,0,1,business,1
0,0.21,3,0.129,3,1,1,2,0.41,1,1,2,0,1,1,0,0,0,1,business,0
-1,0.42,2,0.3587,0,3,1,3,0.3,1,3,1,1,1,0,0,1,0,0,television,0
2,0.18,2,0.15245,1,1,1,1,0.45,1,1,1,0,1,0,1,0,0,0,furniture,1
-1,0.12,4,0.1123,1,4,1,3,0.6,2,2,1,0,1,0,1,0,0,1,furniture,0
